criminal_id,name,age,gender,occupation,gang,previous_cases,risk_score,phone,district,police_station
CR00258,Timothy Chawla,62,Male,Doctor,Cyber Ring,13,100,02513552157,Chitradurga,Chitradurga East
CR00259,Alka Kadakia,64,Male,Doctor,Cyber Ring,8,100,+911541006762,Kolar,Kolar Town
CR00260,Waida Radhakrishnan,57,Female,Business,Cyber Ring,5,87,08617932710,Mandya,Mandya East
CR00261,Anmol Nagar,25,Male,Driver,Cyber Ring,1,62,01152621815,Yadgir,Yadgir East
CR00262,Azaan Sankar,62,Male,Mechanic,Highway Gang,10,100,2962015336,Bengaluru Urban,Madiwala
CR00263,Baghyawati Mishra,53,Female,Police,South Syndicate,1,63,+911069872050,Kalaburagi,Kalaburagi Town
CR00264,Gagan Menon,47,Female,Labour,East Crew,12,100,9731032417,Yadgir,Yadgir Town
CR00265,Darika Rao,33,Female,Labour,Cyber Ring,8,100,07418625652,Haveri,Haveri Town
CR00266,Chaitanya Lall,63,Male,Unemployed,East Crew,7,100,07434902115,Shivamogga,Shivamogga Rural
CR00267,Utkarsh Bhat,64,Female,Teacher,Highway Gang,10,100,08687937416,Davanagere,Davanagere East
CR00268,Yadavi Varughese,27,Female,Driver,Highway Gang,12,100,9217223320,Udupi,Udupi Rural
CR00269,Farhan Saran,59,Female,Unemployed,East Crew,2,71,+912945116868,Vijayanagara,Vijayanagara Rural
CR00270,Anya Venkatesh,35,Female,Business,South Syndicate,6,91,00998616229,Udupi,Udupi East
CR00271,Hitesh Chaudhuri,51,Male,Police,South Syndicate,7,100,08564679970,Ballari,Ballari East
CR00272,Anya Rau,63,Female,Farmer,None,1,32,+919960653074,Gadag,Gadag Rural
CR00273,Anmol Nazareth,44,Female,Electrician,Cyber Ring,0,46,04471324754,Vijayanagara,Vijayanagara Town
CR00274,Gaurav Guha,21,Male,Police,East Crew,9,100,03678508214,Chitradurga,Chitradurga East
CR00275,Krishna Viswanathan,20,Female,Electrician,South Syndicate,1,53,0233030705,Gadag,Gadag Town
CR00276,Anusha Pillay,54,Male,Software Engineer,None,9,100,08610357972,Bagalkot,Bagalkot Rural
CR00277,Inaya Padmanabhan,26,Female,Teacher,Cyber Ring,14,100,+914140602933,Kalaburagi,Kalaburagi Rural
CR00278,Samuel Luthra,47,Female,Unemployed,East Crew,3,69,6800722903,Bidar,Bidar East
CR00279,Dalaja Maharaj,54,Male,Business,East Crew,0,52,06574374896,Tumakuru,Tumakuru Rural
CR00280,Abhimanyu Vaidya,43,Male,Business,Cyber Ring,13,100,5899441715,Dakshina Kannada,Pandeshwar
CR00281,Ekta Malhotra,18,Female,Mechanic,East Crew,15,100,04328309652,Vijayanagara,Vijayanagara Town
CR00282,Widisha Merchant,37,Male,Teacher,East Crew,14,100,06660993538,Yadgir,Yadgir Rural
CR00283,Jagrati Tripathi,47,Female,Business,None,7,88,02824172482,Mysuru,Nazarbad
CR00284,Gaurav Kapadia,41,Male,Student,None,9,96,03465549471,Mandya,Mandya Rural
CR00285,Chatresh Bobal,56,Female,Mechanic,South Syndicate,15,100,03816846022,Hassan,Hassan East
CR00286,Hema Rout,51,Female,Labour,South Syndicate,6,99,7252175250,Mysuru,Nazarbad
CR00287,Siya Mahal,53,Male,Doctor,Cyber Ring,2,60,+912927129666,Bengaluru Rural,Bengaluru Rural Town
CR00288,Vansha Rajagopal,46,Male,Police,East Crew,5,86,+910835058300,Uttara Kannada,Uttara Kannada East
CR00289,Upkaar Padmanabhan,46,Male,Electrician,None,15,100,02168942104,Vijayapura,Vijayapura East
CR00290,Tamanna Venkatesh,53,Female,Police,Highway Gang,13,100,8562575326,Kolar,Kolar Town
CR00291,Vedant Kapur,65,Male,Doctor,Highway Gang,0,42,2309821506,Chikkamagaluru,Chikkamagaluru Town
CR00292,Chanakya Bava,22,Male,Farmer,Highway Gang,1,63,1001676184,Davanagere,Davanagere East
CR00293,Michael Jha,26,Female,Software Engineer,East Crew,1,60,0461849926,Gadag,Gadag Town
CR00294,Yasti Dalal,61,Male,Police,Highway Gang,14,100,01173934835,Dharwad,Dharwad Town
CR00295,Chakrika Dyal,51,Male,Unemployed,South Syndicate,3,71,+918737530011,Kodagu,Kodagu Rural
CR00296,Manthan Chana,61,Female,Labour,None,0,32,1143744701,Chitradurga,Chitradurga Rural
CR00297,Balveer Mannan,27,Female,Student,South Syndicate,7,99,05611002255,Hassan,Hassan Rural
CR00298,Amrita Chander,33,Male,Farmer,Highway Gang,1,51,05216674676,Koppal,Koppal Town
CR00299,Isaiah Deo,63,Male,Student,Highway Gang,1,49,0216979729,Koppal,Koppal East
CR00300,Jagrati Balakrishnan,31,Male,Business,Highway Gang,12,100,2771670145,Chikkaballapur,Chikkaballapur East
CR00301,Udarsh Nigam,56,Female,Student,Cyber Ring,7,100,8916375628,Dakshina Kannada,Kankanady
CR00302,Advay Dugar,37,Female,Driver,Cyber Ring,4,77,7721753540,Chikkaballapur,Chikkaballapur Rural
CR00303,Kritika Rau,40,Female,Labour,Cyber Ring,13,100,+911779717751,Haveri,Haveri Town
CR00304,Andrew Chauhan,42,Male,Labour,Highway Gang,13,100,06088019948,Bengaluru Urban,Jayanagar
CR00305,Tanmayi Om,27,Female,Driver,South Syndicate,7,100,00375899757,Chitradurga,Chitradurga East
CR00306,Gunbir Kapadia,42,Male,Teacher,Cyber Ring,13,100,+915548851027,Kalaburagi,Kalaburagi Town
CR00307,Nimrat Chhabra,41,Male,Labour,None,10,100,09331637351,Vijayanagara,Vijayanagara Rural
CR00308,Chakradhar Dasgupta,56,Male,Farmer,East Crew,1,54,07982708086,Dharwad,Dharwad East
CR00309,Yashoda Goel,37,Male,Student,Highway Gang,6,94,9221699586,Chamarajanagar,Chamarajanagar Rural
CR00310,Yuvraj Mahal,62,Male,Mechanic,Highway Gang,3,71,05472269848,Vijayanagara,Vijayanagara Town
CR00311,Teerth Iyer,52,Female,Teacher,East Crew,10,100,+919452288515,Dharwad,Dharwad Rural
CR00312,Omisha Walla,47,Male,Unemployed,Cyber Ring,11,100,06081062003,Vijayapura,Vijayapura Rural
CR00313,Naveen Mangat,44,Male,Doctor,South Syndicate,10,100,4204380571,Davanagere,Davanagere Rural
CR00314,Lopa Khanna,55,Female,Teacher,None,4,56,4066658004,Chikkamagaluru,Chikkamagaluru East
CR00315,Saanvi Kar,54,Male,Electrician,East Crew,6,98,5989334721,Chikkaballapur,Chikkaballapur Rural
CR00316,Oscar Varkey,59,Female,Electrician,Highway Gang,8,100,+916064842294,Yadgir,Yadgir East
CR00317,Ganga Shukla,49,Male,Labour,South Syndicate,11,100,2025909479,Bengaluru Urban,Yelahanka
CR00318,Elijah Nadkarni,21,Male,Mechanic,None,1,32,3281826886,Yadgir,Yadgir East
CR00319,Ikshita Kant,18,Male,Labour,None,7,90,+915554398780,Raichur,Raichur Town
CR00320,Hiral Sehgal,60,Female,Police,None,11,100,+919930561648,Koppal,Koppal East
CR00321,Aryan Varughese,44,Male,Driver,None,0,28,08877043581,Kodagu,Kodagu East
CR00322,Oliver Yogi,61,Female,Business,None,9,95,0133613861,Kalaburagi,Kalaburagi East
CR00323,Arjun Sharaf,30,Female,Software Engineer,Cyber Ring,3,72,5011024819,Bengaluru Urban,Indiranagar
CR00324,Aarna Reddy,47,Male,Unemployed,None,12,100,07665061809,Davanagere,Davanagere Rural
CR00325,Chakradev Bora,20,Male,Mechanic,None,9,100,08144914766,Mandya,Mandya East
CR00326,Urvi Dugar,58,Male,Unemployed,Cyber Ring,12,100,3268424508,Haveri,Haveri Town
CR00327,Jatin Barman,59,Female,Doctor,Highway Gang,2,59,+919968814353,Uttara Kannada,Uttara Kannada Rural
CR00328,Yauvani Dhar,54,Female,Teacher,South Syndicate,1,49,+912394312908,Chamarajanagar,Chamarajanagar East
CR00329,Elijah Mannan,54,Male,Business,East Crew,2,66,1413975523,Vijayapura,Vijayapura East
CR00330,Bhavani Boase,63,Female,Farmer,South Syndicate,0,49,+915775949299,Kolar,Kolar Town
CR00331,Diya Sangha,42,Female,Mechanic,Cyber Ring,5,84,+910533645257,Chikkaballapur,Chikkaballapur East
CR00332,Sanaya Parmer,21,Male,Mechanic,Cyber Ring,2,63,07812914283,Ramanagara,Ramanagara Rural
CR00333,Faraj Borra,56,Female,Software Engineer,East Crew,2,56,+918099693084,Koppal,Koppal East
CR00334,Manthan Pau,40,Female,Mechanic,Highway Gang,8,100,03942788165,Haveri,Haveri Town
CR00335,William Gandhi,36,Male,Unemployed,None,12,100,2722992750,Shivamogga,Shivamogga East
CR00336,Vinaya Kata,63,Male,Unemployed,East Crew,2,68,+914530385677,Bengaluru Urban,Madiwala
CR00337,Balveer Naik,18,Female,Electrician,East Crew,10,100,+918449892665,Bengaluru Rural,Bengaluru Rural Town
CR00338,Zansi Krishnamurthy,29,Female,Electrician,None,8,97,03865577908,Bengaluru Urban,Cubbon Park
CR00339,Ria Gandhi,53,Male,Doctor,None,3,54,+911843222591,Belagavi,Tilakwadi
CR00340,Oeshi Narayanan,42,Male,Unemployed,None,12,100,1777392603,Chitradurga,Chitradurga Rural
CR00341,Joshua Dyal,35,Female,Teacher,Highway Gang,5,95,+918092024286,Bidar,Bidar Town
CR00342,Bhanumati Chada,35,Female,Teacher,None,4,67,+917977236929,Bidar,Bidar Rural
CR00343,Yasti Lalla,64,Female,Doctor,East Crew,2,62,+915799136621,Chikkamagaluru,Chikkamagaluru Town
CR00344,Samaksh Virk,18,Female,Software Engineer,None,14,100,6291279908,Bengaluru Urban,Jayanagar
CR00345,Girik Subramaniam,59,Male,Teacher,Highway Gang,10,100,2980686508,Dakshina Kannada,Barke
CR00346,Veer Subramaniam,43,Female,Teacher,Highway Gang,6,100,05991624731,Dakshina Kannada,Pandeshwar
CR00347,Nilima Kurian,43,Female,Farmer,East Crew,7,100,+910098180635,Dharwad,Dharwad Rural
CR00348,Janaki Chhabra,47,Male,Electrician,Cyber Ring,5,89,+916944869594,Bagalkot,Bagalkot East
CR00349,Samar Sachdev,26,Female,Student,Highway Gang,2,64,8725887449,Mysuru,Devaraja
CR00350,Mitali Devi,22,Female,Doctor,Highway Gang,4,87,1372138658,Tumakuru,Tumakuru Rural
CR00351,Naveen Ramachandran,44,Male,Software Engineer,Cyber Ring,12,100,0127961143,Kalaburagi,Kalaburagi East
CR00352,Fariq Barad,28,Male,Doctor,South Syndicate,3,76,6698490277,Mysuru,Lashkar
CR00353,Saksham Vasa,24,Female,Student,Highway Gang,10,100,03098839205,Bengaluru Rural,Bengaluru Rural Town
CR00354,Aadi Dugar,61,Male,Software Engineer,East Crew,14,100,+914656693801,Dharwad,Dharwad Rural
CR00355,Bhavani Pall,23,Male,Unemployed,None,15,100,04393769042,Chitradurga,Chitradurga Rural
CR00356,Yashawini Chhabra,31,Female,Software Engineer,East Crew,11,100,1845184894,Dakshina Kannada,Barke
CR00357,Krishna Sule,46,Female,Farmer,Highway Gang,3,73,+915779071416,Ramanagara,Ramanagara East
CR00358,Victor Mutti,59,Male,Police,None,1,33,05880434165,Bagalkot,Bagalkot Rural
CR00359,Pranav Soni,28,Female,Labour,Cyber Ring,7,100,05394237333,Bidar,Bidar East
CR00360,Samuel Karnik,58,Male,Business,South Syndicate,14,100,+913952111790,Tumakuru,Tumakuru Rural
CR00361,Vasatika Prabhu,30,Female,Doctor,None,12,100,5794728463,Ramanagara,Ramanagara East
CR00362,Chatura Vora,31,Female,Unemployed,None,12,100,07808562718,Raichur,Raichur Town
CR00363,Diya Anand,38,Male,Electrician,Cyber Ring,3,67,+913691559428,Bidar,Bidar Rural
CR00364,Warjas Luthra,38,Female,Doctor,Highway Gang,8,100,09552763655,Kalaburagi,Kalaburagi East
CR00365,Ati Seshadri,57,Male,Police,East Crew,3,73,+919293143866,Davanagere,Davanagere Rural
CR00366,Madhav Doctor,33,Female,Farmer,South Syndicate,2,61,00267288574,Dakshina Kannada,Pandeshwar
CR00367,Champak Rao,44,Male,Doctor,South Syndicate,11,100,+912034717545,Kalaburagi,Kalaburagi Rural
CR00368,Aarini Padmanabhan,52,Male,Labour,South Syndicate,13,100,+916159399824,Haveri,Haveri East
CR00369,Ekta Uppal,38,Female,Doctor,East Crew,15,100,07169472256,Bengaluru Urban,Electronic City
CR00370,Ekbal Buch,30,Female,Labour,None,11,100,+915355449647,Haveri,Haveri Town
CR00371,Shravya Sachdev,46,Female,Business,Highway Gang,13,100,+912023413261,Gadag,Gadag East
CR00372,Devansh Solanki,35,Male,Labour,South Syndicate,0,49,0068114921,Chitradurga,Chitradurga Town
CR00373,Dayamai Karnik,49,Male,Doctor,Highway Gang,5,83,+914722820055,Kolar,Kolar East
CR00374,Unni Zachariah,52,Male,Unemployed,Cyber Ring,8,100,08728299796,Udupi,Udupi Rural
CR00375,Idika Subramaniam,59,Male,Teacher,Highway Gang,6,89,3174564240,Bengaluru Rural,Bengaluru Rural East
CR00376,Laban Padmanabhan,46,Male,Student,East Crew,14,100,07807740649,Davanagere,Davanagere Town
CR00377,Abhimanyu Prakash,28,Male,Student,Cyber Ring,11,100,+916866326634,Mandya,Mandya Rural
CR00378,Pahal Khatri,35,Male,Software Engineer,Cyber Ring,1,57,9448463122,Davanagere,Davanagere East
CR00379,Indrajit Shah,61,Male,Business,Cyber Ring,9,100,7497350208,Chikkamagaluru,Chikkamagaluru East
CR00380,Quincy Chaudry,26,Male,Student,East Crew,1,52,04270312073,Uttara Kannada,Uttara Kannada East
CR00381,Osha Muni,43,Female,Business,South Syndicate,10,100,05705120461,Shivamogga,Shivamogga East
CR00382,Pratyush Handa,58,Male,Mechanic,Highway Gang,13,100,06013673037,Hassan,Hassan Town
CR00383,Sathvik Solanki,38,Male,Unemployed,Highway Gang,11,100,04520881474,Yadgir,Yadgir Rural
CR00384,Jalsa Ben,52,Female,Student,East Crew,14,100,3136502491,Uttara Kannada,Uttara Kannada Town
CR00385,Xavier Andra,36,Female,Labour,Highway Gang,6,92,+919792513271,Chikkamagaluru,Chikkamagaluru Rural
CR00386,Darpan Bhasin,21,Male,Farmer,East Crew,15,100,02812735857,Vijayapura,Vijayapura East
CR00387,Ansh Purohit,46,Female,Driver,None,0,33,02407784873,Vijayanagara,Vijayanagara Town
CR00388,Ijaya Naik,37,Male,Teacher,South Syndicate,6,90,7498218274,Vijayapura,Vijayapura East
CR00389,Jeevika Setty,60,Male,Driver,East Crew,11,100,+918620959351,Belagavi,Tilakwadi
CR00390,Ranveer Viswanathan,23,Male,Driver,South Syndicate,9,100,7829456511,Gadag,Gadag East
CR00391,Caleb Dayal,51,Female,Driver,None,15,100,+910317310967,Bengaluru Urban,Indiranagar
CR00392,Chandran Peri,62,Male,Electrician,None,10,100,+919103717058,Uttara Kannada,Uttara Kannada Rural
CR00393,Jyoti Bhardwaj,24,Male,Software Engineer,Highway Gang,7,100,4801413811,Belagavi,Market
CR00394,Lekha Gupta,59,Male,Farmer,South Syndicate,9,100,+918392886195,Dharwad,Dharwad Town
CR00395,Prisha Chawla,31,Male,Mechanic,Highway Gang,5,94,+912868528975,Davanagere,Davanagere East
CR00396,Ekta Prabhu,26,Male,Doctor,None,6,80,06593983684,Vijayapura,Vijayapura Town
CR00397,Sneha Sem,33,Female,Police,Highway Gang,11,100,00049082404,Dakshina Kannada,Pandeshwar
CR00398,Tanish Murty,64,Female,Unemployed,Cyber Ring,7,96,+914888992107,Koppal,Koppal East
CR00399,Nachiket Devi,50,Male,Unemployed,South Syndicate,9,100,05933441969,Kalaburagi,Kalaburagi East
CR00400,Faras Nair,49,Female,Farmer,None,9,99,02791940961,Tumakuru,Tumakuru Town
CR00401,Gaurika Pall,18,Female,Software Engineer,Cyber Ring,15,100,06139060480,Belagavi,Market
CR00402,Mason Narain,52,Male,Electrician,Cyber Ring,12,100,3206799813,Gadag,Gadag Rural
CR00403,Bimala Ramesh,34,Male,Driver,Cyber Ring,0,41,+912517908641,Belagavi,Camp
CR00404,Yachana Saraf,63,Female,Mechanic,Cyber Ring,12,100,2278376938,Chitradurga,Chitradurga East
CR00405,Xavier Bora,27,Female,Farmer,Cyber Ring,2,65,06591166553,Kodagu,Kodagu East
CR00406,Hemangini Bajwa,27,Female,Mechanic,Cyber Ring,2,58,02597927033,Vijayanagara,Vijayanagara Town
CR00407,Nachiket Chada,21,Male,Farmer,Highway Gang,9,100,+910392405147,Ramanagara,Ramanagara Town
CR00408,Arin Narula,21,Female,Police,Highway Gang,3,69,+918338848792,Koppal,Koppal East
CR00409,Krisha Vyas,62,Male,Business,None,3,59,+914204394070,Raichur,Raichur Town
CR00410,Lipika Madan,34,Male,Software Engineer,Cyber Ring,11,100,5104636815,Kalaburagi,Kalaburagi East
CR00411,Gaurang Grewal,39,Female,Teacher,None,8,86,+918780038457,Shivamogga,Shivamogga Town
CR00412,Naksh Badami,49,Female,Labour,Cyber Ring,8,100,05543840460,Mandya,Mandya Town
CR00413,Umang Doshi,28,Female,Business,Highway Gang,1,56,06216893639,Uttara Kannada,Uttara Kannada East
CR00414,Pooja Muni,32,Male,Driver,Cyber Ring,3,64,5782329832,Mysuru,Nazarbad
CR00415,Krishna Sani,42,Male,Business,None,7,77,+919251881252,Haveri,Haveri Rural
CR00416,Eiravati Sachdev,44,Female,Teacher,South Syndicate,13,100,04742312209,Dakshina Kannada,Pandeshwar
CR00417,Vihaan Kata,21,Male,Student,None,11,100,+910517289752,Kalaburagi,Kalaburagi East
CR00418,Vyanjana Som,36,Female,Software Engineer,None,12,100,+912330604633,Vijayapura,Vijayapura Rural
CR00419,Dominic Goel,36,Female,Unemployed,None,14,100,09757366096,Davanagere,Davanagere Town
CR00420,Meera Yadav,30,Male,Business,East Crew,14,100,0817703886,Kolar,Kolar Rural
CR00421,Lila Varty,40,Male,Software Engineer,None,13,100,0347644726,Chikkaballapur,Chikkaballapur East
CR00422,Chatura Varughese,51,Male,Mechanic,East Crew,12,100,+917718129826,Bengaluru Rural,Bengaluru Rural Town
CR00423,Ekiya Seshadri,23,Male,Student,South Syndicate,1,61,+912793714521,Raichur,Raichur Rural
CR00424,Ishaan Sengupta,55,Male,Labour,Highway Gang,11,100,5186892686,Ramanagara,Ramanagara Town
CR00425,Onkar Nayak,21,Female,Police,None,12,100,2222064474,Kolar,Kolar East
CR00426,Jacob Deep,43,Female,Software Engineer,East Crew,7,100,+910940777809,Chikkamagaluru,Chikkamagaluru Rural
CR00427,Wazir Kalla,26,Male,Business,South Syndicate,8,100,7767199038,Belagavi,Camp
CR00428,Sarthak Bawa,44,Male,Labour,Highway Gang,5,91,+912050209945,Hassan,Hassan Rural
CR00429,Chandran Chopra,34,Male,Farmer,Highway Gang,6,93,02249998279,Chitradurga,Chitradurga Rural
CR00430,Balendra Chander,38,Male,Farmer,Cyber Ring,9,100,05561681472,Ballari,Ballari Town
CR00431,Anvi Narayan,61,Female,Teacher,Highway Gang,11,100,6833901981,Kalaburagi,Kalaburagi Town
CR00432,Bhavna Sane,53,Male,Farmer,Highway Gang,0,54,5489952997,Uttara Kannada,Uttara Kannada Rural
CR00433,Waida Gole,21,Male,Business,South Syndicate,3,70,3430107139,Bengaluru Rural,Bengaluru Rural Town
CR00434,Odika Bath,55,Female,Farmer,East Crew,12,100,05830344144,Mysuru,Nazarbad
CR00435,Abeer Comar,46,Male,Farmer,South Syndicate,2,66,5569902355,Vijayapura,Vijayapura East
CR00436,Urvi Banik,21,Male,Doctor,None,3,57,2727857608,Yadgir,Yadgir Rural
CR00437,Diya Wason,61,Female,Business,Highway Gang,12,100,+913955124056,Bagalkot,Bagalkot Rural
CR00438,Lopa Grover,46,Male,Driver,South Syndicate,6,95,1450461735,Chikkamagaluru,Chikkamagaluru Rural
CR00439,Chasmum Kalita,48,Male,Farmer,Highway Gang,9,100,4215031780,Gadag,Gadag East
CR00440,Xiti Dube,59,Male,Police,South Syndicate,12,100,+915784521823,Gadag,Gadag Town
CR00441,Tripti Ram,49,Female,Doctor,East Crew,12,100,8104091570,Haveri,Haveri East
CR00442,Devika Bajaj,38,Male,Driver,East Crew,12,100,4353344857,Bidar,Bidar Town
CR00443,Anjali Dixit,55,Male,Business,Highway Gang,1,51,+914109881385,Kalaburagi,Kalaburagi Rural
CR00444,Anika Dhaliwal,65,Male,Student,South Syndicate,7,100,4932149587,Chikkamagaluru,Chikkamagaluru East
CR00445,Kalpit Balakrishnan,55,Female,Unemployed,South Syndicate,11,100,00160166299,Bidar,Bidar Town
CR00446,Ishani Muni,54,Male,Doctor,East Crew,0,46,03817921717,Yadgir,Yadgir East
CR00447,Udyati Singhal,49,Male,Farmer,Cyber Ring,15,100,+913294562557,Chitradurga,Chitradurga Town
CR00448,Ayushman Bhattacharyya,51,Female,Driver,Cyber Ring,7,100,01577245992,Chikkaballapur,Chikkaballapur Town
CR00449,Nidra Chhabra,29,Female,Driver,South Syndicate,6,88,08148769639,Dakshina Kannada,Kankanady
CR00450,Nathan Subramaniam,25,Female,Farmer,Cyber Ring,4,83,01539669583,Raichur,Raichur Town
CR00451,Faras Sur,37,Female,Business,Cyber Ring,12,100,+919975817246,Bengaluru Rural,Bengaluru Rural Rural
CR00452,Ikbal Raghavan,29,Female,Student,Highway Gang,13,100,07013290227,Mandya,Mandya Rural
CR00453,Madhavi Sekhon,36,Male,Business,East Crew,12,100,+913549465190,Ramanagara,Ramanagara East
CR00454,Joshua Menon,56,Female,Doctor,Cyber Ring,12,100,+915800851403,Ballari,Ballari Town
CR00455,Meera Nadkarni,65,Male,Student,Highway Gang,3,75,6666832723,Bengaluru Urban,Koramangala
CR00456,Jagvi Sahni,63,Female,Electrician,South Syndicate,10,100,+914220102762,Mandya,Mandya Town
CR00457,Laksh Sagar,22,Female,Teacher,South Syndicate,8,100,09692786876,Chikkaballapur,Chikkaballapur East
CR00458,Upkaar Grewal,64,Female,Business,None,0,33,09097384689,Dharwad,Dharwad Rural
CR00459,Bahadurjit Barad,42,Male,Electrician,Highway Gang,15,100,7519712847,Davanagere,Davanagere East
CR00460,Gaurang Korpal,36,Male,Software Engineer,Highway Gang,5,88,01894905807,Belagavi,Camp
CR00461,Yauvani Singh,42,Male,Unemployed,None,3,46,5654420949,Dakshina Kannada,Pandeshwar
CR00462,Darsh Solanki,48,Male,Mechanic,East Crew,2,61,2904904712,Koppal,Koppal East
CR00463,Arunima Krishnan,39,Male,Student,South Syndicate,13,100,+919444019292,Ballari,Ballari Town
CR00464,Kala Gill,24,Male,Mechanic,East Crew,8,100,03728051292,Chitradurga,Chitradurga Town
CR00465,Nitara Rajagopal,45,Male,Teacher,None,4,67,+917239504102,Davanagere,Davanagere Town
CR00466,Mohini Soni,28,Female,Farmer,None,6,83,07836674286,Bagalkot,Bagalkot Town
CR00467,Bhavya Sen,48,Female,Police,East Crew,3,72,05801856945,Tumakuru,Tumakuru Rural
CR00468,Amara Chaudhari,41,Female,Software Engineer,Cyber Ring,2,61,09673938525,Dharwad,Dharwad Town
CR00469,Abhiram Bir,47,Female,Student,None,14,100,+916181753443,Chikkamagaluru,Chikkamagaluru Rural
CR00470,Arjun Chanda,60,Male,Farmer,South Syndicate,1,59,+919391119269,Shivamogga,Shivamogga East
CR00471,Indrajit Gour,21,Female,Labour,Cyber Ring,13,100,04717465421,Chikkaballapur,Chikkaballapur East
CR00472,David Raja,48,Female,Farmer,Cyber Ring,15,100,05044271739,Vijayapura,Vijayapura Town
CR00473,Pranav Swamy,54,Male,Farmer,Cyber Ring,1,62,+912863917410,Kolar,Kolar East
CR00474,Ekavir Krishna,26,Male,Mechanic,South Syndicate,5,82,00720064256,Chamarajanagar,Chamarajanagar Town
CR00475,Yutika Swaminathan,27,Female,Software Engineer,South Syndicate,13,100,06618306719,Udupi,Udupi East
CR00476,Gauri Mitter,53,Female,Teacher,Highway Gang,2,70,00158517432,Kodagu,Kodagu Rural
CR00477,Leena Halder,44,Male,Mechanic,Cyber Ring,0,44,06157173203,Kolar,Kolar East
CR00478,William Suresh,24,Male,Doctor,Cyber Ring,4,75,01847870050,Kolar,Kolar East
CR00479,Brijesh Ravi,44,Female,Mechanic,Cyber Ring,9,100,+913878293102,Vijayapura,Vijayapura Rural
CR00480,Anirudh Sinha,43,Male,Doctor,None,15,100,0320204179,Bidar,Bidar Rural
