transaction_id,fir_id,criminal_id,from_account,to_account,amount,transaction_type,suspicious
TR0000327,FIR007438,CR01384,AC9406221899,AC5642131909,449947.63,RTGS,True
TR0000328,FIR006083,CR00310,AC4381014822,AC1841571131,129806.29,NEFT,False
TR0000329,FIR002462,CR02688,AC5226459250,AC8571001689,131879.78,NEFT,False
TR0000330,FIR007301,CR02508,AC8215697821,AC5736738195,244530.13,IMPS,False
TR0000331,FIR008626,CR02586,AC6582591087,AC3328128242,190310.62,Cash,False
TR0000332,FIR007767,CR01482,AC1792372454,AC2108663606,471922.58,Cash,True
TR0000333,FIR002680,CR00384,AC3520118075,AC2145872277,254040.83,RTGS,True
TR0000334,FIR004088,CR01545,AC9049693639,AC5007587641,60011.26,RTGS,False
TR0000335,FIR001958,CR01157,AC4721472766,AC5344060279,262772.85,UPI,True
TR0000336,FIR009872,CR02321,AC5837129541,AC9722554616,197579.27,NEFT,False
TR0000337,FIR005631,CR00548,AC4981368288,AC9722749142,279998.95,IMPS,True
TR0000338,FIR002890,CR00168,AC1938810076,AC7530558760,91760.04,NEFT,False
TR0000339,FIR000123,CR00118,AC6656045746,AC9379663171,279319.15,Cash,True
TR0000340,FIR004321,CR00843,AC3325766672,AC6809127204,79333.61,UPI,False
TR0000341,FIR007904,CR01205,AC7238407693,AC7357494104,400266.08,NEFT,True
TR0000342,FIR002318,CR00460,AC8603638806,AC1184240553,396882.39,Cash,True
TR0000343,FIR003949,CR02311,AC9050165478,AC8401059093,58669.78,IMPS,False
TR0000344,FIR004672,CR00349,AC6186387476,AC3505392207,83338.53,IMPS,False
TR0000345,FIR008477,CR01692,AC5758628077,AC5222035328,168310.88,UPI,False
TR0000346,FIR003930,CR01829,AC1833845812,AC7996596515,26082.87,Cash,False
TR0000347,FIR009916,CR01713,AC5645104517,AC8243823508,154644.77,RTGS,False
TR0000348,FIR006161,CR01889,AC7640830810,AC4164658243,260795.8,NEFT,True
TR0000349,FIR007287,CR01964,AC3656441249,AC4646622177,498399.61,RTGS,True
TR0000350,FIR007164,CR01877,AC5294259684,AC8386719231,353320.61,NEFT,True
TR0000351,FIR004890,CR00385,AC6536183790,AC9656540052,71448.59,IMPS,False
TR0000352,FIR005874,CR02183,AC4565245616,AC2745573008,412346.56,UPI,True
TR0000353,FIR005557,CR00820,AC8849655851,AC3755779710,94947.61,UPI,False
TR0000354,FIR001445,CR01719,AC8556124088,AC3029059581,186603.89,IMPS,False
TR0000355,FIR006347,CR02970,AC4023835345,AC8883865849,208137.02,Cash,False
TR0000356,FIR001976,CR01308,AC1876613526,AC8552659149,307427.08,Cash,True
TR0000357,FIR009149,CR00658,AC3472571576,AC3479638034,192464.16,NEFT,False
TR0000358,FIR001781,CR02860,AC2210240737,AC4595560847,228550.24,IMPS,False
TR0000359,FIR006545,CR01401,AC9896886844,AC7193144221,396941.3,Cash,True
TR0000360,FIR007135,CR02384,AC2455541491,AC1751230833,243032.57,UPI,False
TR0000361,FIR009170,CR00947,AC6473070759,AC1947343591,421243.28,UPI,True
TR0000362,FIR000497,CR02890,AC3889311759,AC8938675528,296609.11,RTGS,True
TR0000363,FIR004887,CR02170,AC6053604374,AC4536297014,480341.83,RTGS,True
TR0000364,FIR002002,CR00814,AC1631781153,AC1079279059,209902.41,RTGS,False
TR0000365,FIR009817,CR02380,AC5003725901,AC3008772529,354716.04,NEFT,True
TR0000366,FIR008214,CR01563,AC3947661678,AC3641151892,25308.79,UPI,False
TR0000367,FIR000688,CR00407,AC4900611384,AC7462323478,180701.72,NEFT,False
TR0000368,FIR006054,CR00165,AC9568216342,AC7097891598,64059.13,NEFT,False
TR0000369,FIR006240,CR02377,AC2179753502,AC7856609296,205348.17,UPI,False
TR0000370,FIR009971,CR01135,AC1701072072,AC5104982245,384551.13,UPI,True
TR0000371,FIR001441,CR01737,AC1179588802,AC9554845954,436876.87,Cash,True
TR0000372,FIR009187,CR01175,AC5748145852,AC5595396794,184502.44,RTGS,False
TR0000373,FIR001115,CR01578,AC1684834708,AC8176127396,246262.47,NEFT,False
TR0000374,FIR000366,CR00871,AC7143614994,AC7982319788,492938.51,RTGS,True
TR0000375,FIR009322,CR00847,AC3800558911,AC1933450751,219380.42,RTGS,False
TR0000376,FIR008777,CR02378,AC9791664399,AC5734134248,10050.89,NEFT,False
TR0000377,FIR006677,CR01143,AC9425086199,AC2500322225,224365.36,IMPS,False
TR0000378,FIR001963,CR00293,AC1144259374,AC5453634297,400306.3,RTGS,True
TR0000379,FIR003247,CR01834,AC7447352492,AC5281095181,438429.52,IMPS,True
TR0000380,FIR008168,CR00834,AC4867009360,AC4534588015,320678.89,IMPS,True
TR0000381,FIR003021,CR01542,AC2617629195,AC2095741745,312605.95,NEFT,True
TR0000382,FIR001965,CR00008,AC8616637400,AC1297984328,299310.92,NEFT,True
TR0000383,FIR008506,CR01068,AC5269819374,AC2873712830,207260.21,IMPS,False
TR0000384,FIR007453,CR01715,AC8793154489,AC5271538858,112199.39,Cash,False
TR0000385,FIR000679,CR02281,AC9935559166,AC3900351756,60083.51,Cash,False
TR0000386,FIR006270,CR02208,AC5133550823,AC1377043342,440312.9,RTGS,True
TR0000387,FIR007837,CR01475,AC6758045892,AC3907711039,426311.03,RTGS,True
TR0000388,FIR004159,CR01121,AC2175868477,AC9168157468,64465.97,NEFT,False
TR0000389,FIR005817,CR00507,AC3877157885,AC6120183544,317005.29,RTGS,True
TR0000390,FIR005611,CR00157,AC9471278841,AC8838112721,440414.32,UPI,True
TR0000391,FIR001611,CR01177,AC6246835928,AC4816131300,132193.37,Cash,False
TR0000392,FIR009222,CR01350,AC7274991068,AC1056035422,42169.34,NEFT,False
TR0000393,FIR004904,CR02320,AC9161684793,AC1194476091,184655.27,RTGS,False
TR0000394,FIR004617,CR00530,AC6307706540,AC2251583400,455995.87,UPI,True
TR0000395,FIR004173,CR00665,AC1737523816,AC1143225304,479478.61,NEFT,True
TR0000396,FIR001654,CR02377,AC5601707704,AC9696647117,281611.39,IMPS,True
TR0000397,FIR004416,CR01605,AC5007374270,AC2969642821,465267.27,IMPS,True
TR0000398,FIR000793,CR02123,AC9038873600,AC4980017361,365512.39,Cash,True
TR0000399,FIR001242,CR00157,AC5176848799,AC4611091880,122736.72,NEFT,False
TR0000400,FIR007816,CR00608,AC8280954053,AC1700149561,405178.99,NEFT,True
TR0000401,FIR008776,CR00744,AC5470274866,AC4604959208,134184.15,NEFT,False
TR0000402,FIR008369,CR00168,AC7562652504,AC1187932052,135647.62,Cash,False
TR0000403,FIR004292,CR02823,AC5972189439,AC9698153479,134791.3,NEFT,False
TR0000404,FIR003994,CR01008,AC6046119134,AC3497169529,296157.37,RTGS,True
TR0000405,FIR002335,CR01929,AC9791194165,AC1800802270,448805.27,NEFT,True
TR0000406,FIR001598,CR00628,AC8585662524,AC5863694721,386988.92,IMPS,True
TR0000407,FIR000696,CR01828,AC3109121833,AC9143497260,82977.67,NEFT,False
TR0000408,FIR004566,CR01825,AC9164524303,AC6538703597,288558.72,NEFT,True
TR0000409,FIR005597,CR01893,AC1224831582,AC4208001028,222203.04,Cash,False
TR0000410,FIR006567,CR02983,AC6773189899,AC2256279188,271442.43,NEFT,True
TR0000411,FIR007553,CR01137,AC9318419009,AC1973179515,324300.72,NEFT,True
TR0000412,FIR004543,CR00270,AC3226796409,AC5022334993,493987.12,Cash,True
TR0000413,FIR008741,CR01078,AC9331061576,AC6601878156,304545.18,Cash,True
TR0000414,FIR000525,CR01226,AC8482068266,AC2170210827,119318.47,NEFT,False
TR0000415,FIR007547,CR01045,AC1582737108,AC7167677443,419840.37,UPI,True
TR0000416,FIR009615,CR02250,AC8885019049,AC1782486562,208711.96,UPI,False
TR0000417,FIR006136,CR01846,AC9880308958,AC8168309836,470545.72,NEFT,True
TR0000418,FIR001338,CR00175,AC6579779424,AC5359575689,342681.03,RTGS,True
TR0000419,FIR008398,CR01316,AC2203612533,AC5549897765,388893.57,NEFT,True
TR0000420,FIR003953,CR00748,AC3112141175,AC9642899119,207076.56,Cash,False
TR0000421,FIR006806,CR02063,AC4110221077,AC2067915626,384112.25,IMPS,True
TR0000422,FIR003130,CR00528,AC8307963632,AC6747559037,385244.6,UPI,True
TR0000423,FIR007312,CR00886,AC1590806887,AC4034702147,12587.14,Cash,False
TR0000424,FIR005328,CR01629,AC2545326634,AC5969907530,385110.57,UPI,True
TR0000425,FIR007214,CR02577,AC3100426903,AC4056080690,422086.98,Cash,True
TR0000426,FIR000451,CR02321,AC4672488682,AC1251854251,95700.38,UPI,False
TR0000427,FIR003267,CR01266,AC1383402658,AC9852227549,335282.89,UPI,True
TR0000428,FIR001192,CR01351,AC5081259913,AC4806010109,25749.29,UPI,False
TR0000429,FIR008569,CR00694,AC4955198273,AC7570576716,386562.94,IMPS,True
TR0000430,FIR006321,CR00427,AC2246762705,AC5984547782,52988.71,RTGS,False
TR0000431,FIR004163,CR02248,AC2691992285,AC8456546185,143085.59,NEFT,False
TR0000432,FIR003189,CR00247,AC9146493077,AC3071545252,297510.14,IMPS,True
TR0000433,FIR008546,CR01665,AC3495995564,AC2299643496,239382.12,NEFT,False
TR0000434,FIR002470,CR01466,AC5515172833,AC3234104205,460106.84,Cash,True
TR0000435,FIR003194,CR00003,AC7365488040,AC6635149527,31786.79,IMPS,False
TR0000436,FIR005885,CR01221,AC6074802395,AC4625443225,202896.38,RTGS,False
TR0000437,FIR007800,CR02395,AC6978008370,AC5544425118,461738.83,Cash,True
TR0000438,FIR007389,CR00877,AC2146418439,AC3641155277,91096.01,UPI,False
TR0000439,FIR000217,CR00975,AC2253732424,AC5585259786,53706.51,UPI,False
TR0000440,FIR008516,CR01174,AC4123888845,AC8462213881,301948.26,Cash,True
TR0000441,FIR005046,CR00967,AC2049154037,AC5984512699,324862.82,UPI,True
TR0000442,FIR009911,CR01810,AC3645698786,AC9270750468,474430.51,UPI,True
TR0000443,FIR006512,CR01029,AC4488081074,AC6888347715,252005.28,NEFT,True
TR0000444,FIR000676,CR02038,AC8621555809,AC7441857941,102821.73,UPI,False
TR0000445,FIR003188,CR00023,AC8819659709,AC5095526698,178337.78,IMPS,False
TR0000446,FIR007054,CR01908,AC5777543919,AC9950038310,319646.5,RTGS,True
TR0000447,FIR002732,CR01847,AC4742170568,AC5335005127,221079.38,NEFT,False
TR0000448,FIR000597,CR00060,AC9140925043,AC8834349174,232423.44,NEFT,False
TR0000449,FIR004061,CR02567,AC7369354592,AC7657750415,276316.31,UPI,True
TR0000450,FIR001358,CR01499,AC5734453027,AC3384887010,261148.84,Cash,True
TR0000451,FIR008951,CR00257,AC4026178826,AC8967976100,57990.72,NEFT,False
TR0000452,FIR004701,CR02563,AC8013125136,AC3849732070,130560.45,IMPS,False
TR0000453,FIR001498,CR01388,AC1983615428,AC7840895108,42783.41,RTGS,False
TR0000454,FIR007610,CR01661,AC5416344453,AC8423244667,133540.96,RTGS,False
TR0000455,FIR002004,CR02168,AC2657268071,AC3946451158,389640.04,UPI,True
TR0000456,FIR004938,CR01282,AC2905147640,AC8521132609,277112.66,NEFT,True
TR0000457,FIR009480,CR02502,AC8895742805,AC9774326498,214923.71,RTGS,False
TR0000458,FIR007652,CR01760,AC7321960507,AC5147902113,148919.18,Cash,False
TR0000459,FIR005399,CR02113,AC7712353536,AC7071276261,484695.52,RTGS,True
TR0000460,FIR003674,CR01569,AC8740365616,AC4323194199,109496.98,RTGS,False
TR0000461,FIR002118,CR02598,AC5546056276,AC5989226392,379286.65,NEFT,True
TR0000462,FIR007801,CR02399,AC8404074407,AC2405979011,177592.48,IMPS,False
TR0000463,FIR005120,CR02938,AC4447762818,AC4128423319,373487.35,UPI,True
TR0000464,FIR003369,CR01297,AC4638049481,AC5581393889,106442.3,IMPS,False
TR0000465,FIR009310,CR00360,AC2454807256,AC7227960892,167319.76,NEFT,False
TR0000466,FIR008345,CR01971,AC5065945302,AC2763515620,385095.56,UPI,True
TR0000467,FIR001707,CR00265,AC9337690868,AC4828440472,452132.31,UPI,True
TR0000468,FIR004158,CR01589,AC2940743368,AC6873110926,149621.11,NEFT,False
TR0000469,FIR006215,CR00625,AC2686829487,AC4519730260,162137.32,IMPS,False
TR0000470,FIR003291,CR01323,AC8431038794,AC9465703596,343256.07,UPI,True
TR0000471,FIR000083,CR00521,AC9592044264,AC5373997753,60826.96,RTGS,False
TR0000472,FIR008778,CR02628,AC4893322890,AC6817676982,333592.41,IMPS,True
TR0000473,FIR002107,CR00422,AC2736405657,AC2416983837,468944.53,IMPS,True
TR0000474,FIR002055,CR00255,AC1476915365,AC4947436521,180916.14,NEFT,False
TR0000475,FIR009864,CR02075,AC3949068803,AC6784114361,7950.93,Cash,False
TR0000476,FIR002274,CR00114,AC9492253192,AC5194948354,47220.6,NEFT,False
TR0000477,FIR005100,CR01601,AC1448927827,AC4234232755,313563.07,UPI,True
TR0000478,FIR003386,CR02628,AC7811197869,AC3745404856,454688.29,Cash,True
TR0000479,FIR007623,CR02987,AC1262150628,AC5071572251,38990.2,Cash,False
TR0000480,FIR008839,CR00211,AC8509611163,AC3394591670,105291.06,RTGS,False
TR0000481,FIR004411,CR02179,AC8178418977,AC5558754116,292247.39,IMPS,True
TR0000482,FIR006574,CR02874,AC4484192539,AC2418909124,317624.77,RTGS,True
TR0000483,FIR003269,CR00076,AC8267296977,AC3859290761,90585.21,IMPS,False
TR0000484,FIR009989,CR01826,AC3739812282,AC2446080130,15802.91,Cash,False
TR0000485,FIR005983,CR02985,AC4323011002,AC4280254874,128524.8,Cash,False
TR0000486,FIR007727,CR02897,AC2065505380,AC5422195671,82488.46,RTGS,False
TR0000487,FIR003973,CR01969,AC5184293178,AC1682163360,388125.09,RTGS,True
TR0000488,FIR008716,CR02566,AC1988919578,AC5670450264,2162.38,IMPS,False
TR0000489,FIR009940,CR01326,AC7063201345,AC8846929728,203260.95,RTGS,False
TR0000490,FIR008453,CR01090,AC1645895531,AC4401789737,33420.83,Cash,False
TR0000491,FIR000841,CR01976,AC2641034990,AC4739459349,382470.88,UPI,True
TR0000492,FIR004721,CR00493,AC2322630116,AC1016484488,250084.53,NEFT,True
TR0000493,FIR002374,CR01609,AC4828553701,AC1092541374,7731.24,IMPS,False
TR0000494,FIR006504,CR01408,AC6731384397,AC5880948674,436445.67,IMPS,True
TR0000495,FIR007889,CR00500,AC3395378830,AC1473184877,156032.14,UPI,False
TR0000496,FIR001738,CR01435,AC7830662206,AC4753081356,17052.0,UPI,False
TR0000497,FIR000476,CR02765,AC4825647356,AC2703542893,93663.52,NEFT,False
TR0000498,FIR005873,CR02930,AC3104321990,AC5822834694,159865.24,UPI,False
TR0000499,FIR009193,CR01778,AC4132214901,AC9415186200,82479.51,RTGS,False
TR0000500,FIR004456,CR02430,AC9597743325,AC6133238210,442319.16,NEFT,True
TR0000501,FIR009871,CR02697,AC5748260780,AC3363688395,450046.37,NEFT,True
TR0000502,FIR008650,CR01544,AC8705564742,AC8744435732,14312.11,IMPS,False
TR0000503,FIR009378,CR01094,AC4124530088,AC3612514309,99900.87,NEFT,False
TR0000504,FIR007533,CR01489,AC7360725797,AC8048628926,254357.55,Cash,True
TR0000505,FIR004458,CR02898,AC9577629038,AC1344720356,402789.1,RTGS,True
TR0000506,FIR001465,CR02716,AC1560953314,AC9425902531,91436.04,NEFT,False
TR0000507,FIR009313,CR00413,AC8277478866,AC3038826240,410634.96,RTGS,True
TR0000508,FIR004472,CR00846,AC4455577255,AC2489550890,86453.7,NEFT,False
TR0000509,FIR001762,CR00241,AC6826389050,AC4418139846,301907.5,RTGS,True
TR0000510,FIR007295,CR02590,AC4139748745,AC1339855960,284851.36,IMPS,True
TR0000511,FIR009353,CR01052,AC7860445279,AC4547456823,128059.36,NEFT,False
TR0000512,FIR001663,CR02136,AC8023641300,AC2796633463,383194.03,RTGS,True
TR0000513,FIR006297,CR01861,AC6122693438,AC3048213249,45170.1,Cash,False
TR0000514,FIR004057,CR02609,AC5313621495,AC6847585651,198368.53,IMPS,False
TR0000515,FIR002085,CR01573,AC7498263128,AC1886074014,6074.73,UPI,False
TR0000516,FIR004019,CR00327,AC6437381279,AC2145161471,108635.96,UPI,False
TR0000517,FIR002840,CR01528,AC3956629696,AC9792840987,457559.55,Cash,True
TR0000518,FIR000521,CR02445,AC8069139061,AC3157579357,387261.32,NEFT,True
TR0000519,FIR009910,CR02326,AC4223423247,AC3757124531,234601.38,NEFT,False
TR0000520,FIR006402,CR02907,AC2516771587,AC3610963545,203050.09,Cash,False
TR0000521,FIR001847,CR00201,AC8546172339,AC2298522214,85356.7,UPI,False
TR0000522,FIR005289,CR01515,AC4852217516,AC4520415684,185448.21,UPI,False
TR0000523,FIR004154,CR00222,AC4646649216,AC4399139788,211278.41,IMPS,False
TR0000524,FIR000049,CR01079,AC4086151465,AC9675744274,249525.36,IMPS,False
TR0000525,FIR002012,CR01398,AC1318455987,AC9553663550,386114.9,UPI,True
TR0000526,FIR000638,CR00758,AC7714365506,AC7422593114,409678.13,NEFT,True
TR0000527,FIR000404,CR01425,AC6052524915,AC6074813518,60484.94,UPI,False
TR0000528,FIR009032,CR02961,AC5425706342,AC6667141759,280119.47,Cash,True
TR0000529,FIR003041,CR02037,AC2829723089,AC9024062066,292031.14,Cash,True
TR0000530,FIR008186,CR02073,AC5202671318,AC1670540687,467557.42,Cash,True
TR0000531,FIR002473,CR02696,AC7838339721,AC3681811872,433011.75,RTGS,True
TR0000532,FIR007005,CR00989,AC6421214309,AC4418719253,113325.32,UPI,False
TR0000533,FIR008228,CR01657,AC7915385197,AC5536470155,321499.32,NEFT,True
TR0000534,FIR007940,CR01046,AC5207774585,AC9769872525,469939.6,Cash,True
TR0000535,FIR006280,CR02208,AC5560043172,AC4777596472,466302.69,NEFT,True
TR0000536,FIR009964,CR01833,AC3094213001,AC3489666983,284493.55,IMPS,True
TR0000537,FIR008390,CR00204,AC9974385458,AC8238359183,100478.9,IMPS,False
TR0000538,FIR001121,CR00613,AC6981154148,AC8361347698,33424.4,NEFT,False
TR0000539,FIR009915,CR00741,AC3468123887,AC9770989974,291947.77,UPI,True
TR0000540,FIR008037,CR01493,AC3048155785,AC3697191818,250610.84,UPI,True
TR0000541,FIR005045,CR00474,AC7980840817,AC5827400465,259780.89,UPI,True
TR0000542,FIR008174,CR00279,AC3970991233,AC2685747263,307047.29,Cash,True
TR0000543,FIR008785,CR02432,AC5673536349,AC7385745017,341871.58,RTGS,True
TR0000544,FIR006848,CR00315,AC4368460957,AC8347840430,183301.01,IMPS,False
TR0000545,FIR003547,CR00151,AC3356308277,AC7399623824,329255.33,IMPS,True
TR0000546,FIR009331,CR00482,AC4066675913,AC7584570593,27139.82,IMPS,False
TR0000547,FIR006062,CR02904,AC7618444313,AC5003774347,222558.0,IMPS,False
TR0000548,FIR005003,CR01129,AC4837847995,AC1804012484,443059.56,UPI,True
TR0000549,FIR005863,CR02838,AC9826317188,AC8917915698,486212.96,Cash,True
TR0000550,FIR002607,CR02721,AC2674823413,AC8180384434,188512.28,IMPS,False
TR0000551,FIR007414,CR01536,AC5890552715,AC7854438553,411046.27,IMPS,True
TR0000552,FIR008338,CR02136,AC3864177391,AC8436723867,46647.31,NEFT,False
TR0000553,FIR005497,CR01323,AC9837455600,AC3841236701,295014.43,RTGS,True
TR0000554,FIR007219,CR02728,AC2417737844,AC5413990894,373224.0,NEFT,True
TR0000555,FIR000091,CR01494,AC9956837711,AC9248686407,441221.64,Cash,True
TR0000556,FIR004165,CR01532,AC7973806904,AC1105011187,174863.51,Cash,False
TR0000557,FIR006269,CR01621,AC8430439623,AC1193320743,331014.28,IMPS,True
TR0000558,FIR000564,CR02991,AC5682193724,AC7468664924,270727.98,IMPS,True
TR0000559,FIR007509,CR01854,AC1911462485,AC2630738426,319478.15,UPI,True
TR0000560,FIR007702,CR01793,AC7933535501,AC3043151824,9577.12,IMPS,False
TR0000561,FIR006281,CR00098,AC6720244650,AC5726871976,60364.05,NEFT,False
TR0000562,FIR005013,CR01997,AC6133185777,AC4000937695,52957.87,NEFT,False
TR0000563,FIR004240,CR02633,AC9709406854,AC8015110009,456672.97,NEFT,True
TR0000564,FIR005126,CR00840,AC9340022170,AC2847005687,355312.15,NEFT,True
TR0000565,FIR007285,CR00877,AC5241399177,AC6620972570,138468.04,UPI,False
TR0000566,FIR000558,CR00135,AC4534634443,AC8722464680,166703.96,NEFT,False
TR0000567,FIR008930,CR01980,AC6043194975,AC2821557472,242230.88,IMPS,False
TR0000568,FIR008816,CR02282,AC6932346837,AC2081873250,114561.96,IMPS,False
TR0000569,FIR001413,CR02954,AC6874525389,AC1166408162,327474.57,NEFT,True
TR0000570,FIR006490,CR00962,AC9344015609,AC1106862560,433958.78,RTGS,True
TR0000571,FIR002882,CR00958,AC5093802529,AC2610572608,295444.84,RTGS,True
TR0000572,FIR004916,CR00951,AC2670012779,AC7536365904,59197.94,Cash,False
TR0000573,FIR003896,CR00627,AC3616027348,AC9109270037,238043.16,IMPS,False
TR0000574,FIR005716,CR01912,AC7871168071,AC1803765932,383523.2,IMPS,True
TR0000575,FIR002461,CR01709,AC6618742196,AC6516791284,423852.23,Cash,True
TR0000576,FIR004880,CR00122,AC5745556748,AC8957060166,234129.25,Cash,False
TR0000577,FIR003193,CR00485,AC6230838722,AC8216056507,437495.51,UPI,True
TR0000578,FIR006630,CR01665,AC1377271408,AC3377457622,306375.79,NEFT,True
TR0000579,FIR004021,CR02999,AC2304197562,AC5274047645,290009.5,UPI,True
TR0000580,FIR001081,CR01509,AC1243620737,AC6736263241,447810.94,IMPS,True
TR0000581,FIR004004,CR01418,AC5538259544,AC6947993404,229271.12,NEFT,False
TR0000582,FIR009118,CR02612,AC4785113877,AC3596912967,85875.35,Cash,False
TR0000583,FIR009871,CR02697,AC5374235227,AC9742676282,315059.94,UPI,True
TR0000584,FIR002464,CR02711,AC6956981021,AC9608173685,285548.21,NEFT,True
TR0000585,FIR009250,CR00345,AC3264887086,AC8724577798,446504.38,NEFT,True
TR0000586,FIR004452,CR01906,AC7472342406,AC3906009574,387355.01,Cash,True
TR0000587,FIR008228,CR01657,AC9461542706,AC5162766761,75865.63,IMPS,False
TR0000588,FIR009689,CR02385,AC5750209182,AC1411362371,371547.5,Cash,True
TR0000589,FIR003721,CR01571,AC3601232996,AC7467584109,298211.42,UPI,True
TR0000590,FIR008865,CR02845,AC1106689218,AC1770880912,487439.4,IMPS,True
TR0000591,FIR009837,CR02849,AC8970845755,AC4584513701,390965.72,RTGS,True
TR0000592,FIR004106,CR02994,AC6186948656,AC2593365921,110919.34,Cash,False
TR0000593,FIR003666,CR02023,AC4240654098,AC7912848600,103351.22,UPI,False
TR0000594,FIR007750,CR02140,AC7285812802,AC4480163319,20748.37,UPI,False
TR0000595,FIR009802,CR02320,AC3296156185,AC5682420519,38256.01,Cash,False
TR0000596,FIR007658,CR00091,AC4759688174,AC1505236130,409319.39,IMPS,True
TR0000597,FIR005243,CR02790,AC9436487562,AC5718180175,56131.35,NEFT,False
TR0000598,FIR002559,CR01056,AC1138651997,AC5682435025,276106.7,RTGS,True
TR0000599,FIR003843,CR02173,AC4951774490,AC9375027524,15054.53,IMPS,False
TR0000600,FIR007142,CR01430,AC2972998017,AC6705150346,27884.81,NEFT,False
TR0000601,FIR003377,CR00193,AC7406580937,AC5237476232,8878.52,IMPS,False
TR0000602,FIR005666,CR00872,AC7515764742,AC1855249049,209986.45,UPI,False
TR0000603,FIR005037,CR01425,AC2813451078,AC2742313115,222521.82,IMPS,False
TR0000604,FIR009536,CR00479,AC6614928685,AC6350910941,336656.14,IMPS,True
TR0000605,FIR004186,CR02550,AC8068997479,AC6005287827,186015.47,UPI,False
TR0000606,FIR009934,CR01134,AC3593131439,AC4314617552,354533.9,RTGS,True
TR0000607,FIR009264,CR00337,AC1938597893,AC2018705546,59740.04,RTGS,False
TR0000608,FIR000092,CR02064,AC5108192461,AC7201831715,26022.04,Cash,False
